customer_id,product_id,quantity,transaction_date,transaction_id
CUST7092,144850,10,2022-10-28T15:35:11.968438,acd59cb7-1ba2-4cc2-b959-d8824b4da413
CUST0575,204440,1,2023-04-18T03:27:42.618453,e58a4ad8-1d87-40e7-9539-47003e2099e4
CUST9091,211403,10,2023-04-13T21:36:04.351301,dd1f48d8-b7ec-407e-ab96-14dd37eb9910
CUST9387,200802,10,2022-05-15T10:35:19.633764,44571fb6-0dd5-4dbb-9a1e-f458a190ea59
CUST1665,218802,3,2022-10-27T20:32:37.037923,53b5785f-2194-441b-b12f-67351c607574
CUST2260,201281,6,2023-06-06T07:24:46.230301,4fd0eddb-0e73-4e92-8966-471cf3835374
CUST7655,210937,2,2022-08-31T14:42:56.237050,b813e7e8-5ce0-49b8-8eec-8d194e4fba07
CUST4978,212353,3,2022-03-11T13:39:47.554395,e8044ea4-bc83-4abd-b6e7-d373f8be0971
CUST0416,212714,5,2022-10-31T04:24:22.358580,11006bf9-2290-407d-959a-4b8e7d5b4b26
CUST8753,215398,2,2023-06-26T20:52:57.706079,90ab8c77-d666-4f1a-bcb2-c7b5cbab8518
CUST6266,205962,2,2023-04-02T12:11:51.721925,b73586a6-1770-46e1-958a-13d8d8371e2b
CUST3501,130333,7,2022-09-20T23:46:44.342489,36a804ca-0e5d-4ea0-b479-e85f02ff0888
CUST1257,207373,4,2023-02-10T11:20:07.438411,dfc57e3c-15b1-4e86-a573-e29822a51994
CUST5406,146461,9,2022-12-28T05:51:48.458894,6c88bd03-24aa-4be0-b52c-9f3f9bcf8d6d
CUST8689,142894,3,2023-12-17T20:16:59.273606,ca7ce183-254d-4f24-8c3e-78428f97f37d
CUST0059,145583,8,2022-04-05T03:48:40.065821,72bc8f61-3fa9-4388-93c2-43c70be40547
CUST0310,213276,6,2022-08-17T14:53:36.616389,f0c836fa-8c64-4781-9683-83f293cb81cc
CUST7335,147022,4,2024-01-07T17:56:17.019008,261e7a7b-6b17-4c28-a4de-c0967dc3ab3d
CUST7463,150361,7,2022-10-18T22:11:32.717681,99ded9d4-308c-4a6c-ba55-9ab16f63bfbc
CUST0569,152674,9,2022-05-21T19:35:39.252955,cc306eba-0550-486d-aa9a-5d90c06a10e0
CUST0546,200202,1,2022-11-01T13:44:08.975286,6494539a-ab31-4759-8b23-6f7d58532f61
CUST8001,137793,6,2022-10-06T13:08:18.512248,1afda216-3a4e-4805-add2-141bc535b358
CUST2351,213204,2,2022-09-19T01:44:25.067354,5fb9e1f9-c5cc-4666-bb12-3348ff6e68df
CUST3310,213271,8,2022-12-15T14:21:35.201668,b68942aa-d086-4cd2-9921-6c10b496c19e
CUST9201,216521,7,2022-10-01T13:39:29.907687,976d80b4-0f95-4857-a709-c496c27b3d72
CUST8774,200943,5,2022-08-02T22:04:49.516788,84e2eec7-1d57-459d-9146-e1dd20729065
CUST8272,148023,3,2023-07-15T22:23:55.506344,5ec3121a-ede2-4151-8ea5-353fe6b27d73
CUST6609,152195,4,2023-12-26T13:13:16.848820,669b4125-7320-4503-9d4e-99320cde93b5
CUST1811,149411,7,2024-02-28T08:11:17.516898,393c643b-7ff6-4151-b463-d08aedaaa288
CUST6060,147267,2,2022-11-18T05:33:29.816890,b9d1b779-b045-4601-b5fe-2b2c8c60ef7a
CUST5544,216584,1,2022-08-30T19:46:53.055378,5e55b349-eb36-4a65-9888-8e43116185e7
CUST3350,152073,8,2024-01-27T04:47:28.345783,53191df6-bb00-42a3-9d69-9e8dca88b0ca
CUST3739,216712,9,2023-10-01T21:58:16.788027,600de1e4-0e87-4f67-b158-6faabb93b88e
CUST1880,210017,5,2023-09-19T20:42:19.844126,5f98d03f-6cb2-43f4-9ed6-b1d89348b8f1
CUST3871,210626,4,2022-12-06T19:35:23.867802,c5e86411-26af-47be-809c-860daa827020
CUST5018,144852,2,2022-09-30T12:23:17.517941,213599da-c250-4380-bd17-0a12826638e2
CUST7619,205231,6,2023-11-17T03:05:12.466623,38462a56-9747-442a-a1b9-e2489e316c9a
CUST3761,209834,10,2022-07-29T07:13:58.666641,58a28b1f-b69e-4f36-ba9c-b257bf1d8cd6
CUST4944,211065,2,2024-02-22T09:24:54.879660,390b53ff-e9de-4978-90bc-ed8220ffa830
CUST4585,210773,5,2022-07-15T04:46:29.028962,874dc196-9ddb-411a-ad52-cd8d0f67fbf6
CUST6600,213255,6,2023-06-30T08:55:31.052476,6ebab15a-e772-4731-b326-aebac6fd7abf
CUST0197,148066,10,2023-01-19T03:25:50.974800,8978f462-3825-4f42-94f0-5f9061922e0e
CUST2647,131881,9,2022-07-24T16:26:50.122804,fcc4eb4d-9693-41f4-a50d-f43f0ee77956
CUST2539,205467,2,2023-12-31T04:58:59.859860,ef959eeb-dffe-4d99-9bbc-7d2f545c7eaf
CUST2309,136120,6,2022-12-16T01:29:18.105396,9db5a02f-a879-48ad-b450-64e8440f4424
CUST8677,200722,8,2023-02-20T20:45:50.932484,33b84260-0032-4f8c-a94f-b3bffc10b595
CUST3853,151041,4,2023-04-05T20:42:06.245085,111871a8-193e-4991-a1dc-d46597237523
CUST4318,205035,2,2023-10-28T00:53:35.210899,93d491e6-e991-458a-8f73-990755cc092d
CUST5304,112480,8,2023-09-25T21:07:02.104950,db0f01aa-c6d8-4ce7-98b8-fc5098381f87
CUST5116,147913,8,2023-07-09T23:55:15.837621,e16f4637-8456-42e7-8223-ce74bab0dd47
CUST9454,147664,9,2022-04-25T00:50:53.327402,323ecd49-33e4-4abc-8e58-0c8ea11a1fd3
CUST1282,210631,9,2022-06-23T05:42:29.324373,b812e3e5-62f1-4dff-9a5c-99996288ec9a
CUST9987,150358,3,2023-01-04T12:58:53.541622,6ae5883a-c554-41ed-976f-d2abe8ebcfc9
CUST4024,149218,9,2023-06-03T15:51:59.673568,1297e187-9e5d-45a3-ac86-b5eb95a4b9a3
CUST6020,212326,5,2023-05-21T23:42:53.488098,bbd35eb9-2b8c-4b17-9a44-d13483dcf349
CUST2404,207975,2,2022-05-08T13:44:40.185226,02d84ccb-b016-441b-a652-baa80597b8b3
CUST3532,200816,6,2022-10-08T19:55:11.794500,0727bcb8-2566-4629-8f3d-296e376a8d3a
CUST6925,149290,5,2023-08-08T17:37:25.648652,2a102e0c-8072-4569-8c9d-2ce76231054f
CUST8604,140629,3,2022-03-07T05:49:09.256899,3d4b7a39-6259-43d9-87c8-fa1d74e57ee5
CUST7576,212593,6,2023-10-14T03:45:33.602648,20cbaa70-8fa0-4602-b728-8f98b46ab0fd
CUST4044,201113,7,2023-01-03T01:17:51.278873,76d9233f-49cf-4988-b01e-a789646f2f0a
CUST3770,148562,5,2023-07-10T00:43:10.888835,3eefc0db-07d3-4b7f-bcca-308e8c536f93
CUST7259,211345,8,2023-11-04T06:26:22.426203,300df343-4cdb-41d2-a63d-9be89b2d87d7
CUST4234,112992,6,2023-04-10T19:05:42.949608,941422d8-0477-4773-b308-9ebd35d9a565
CUST8935,202643,6,2022-04-11T23:33:17.999530,4b634d96-c894-4df2-a6c1-ead7672d1f7a
CUST6325,212324,9,2022-04-17T05:12:07.695316,05f1e647-bb1b-45b0-80b8-b7aea5d2ab09
CUST7670,213102,1,2023-01-09T22:19:18.888404,68d14241-755c-4b71-a63d-354b9afa432e
CUST7068,151889,8,2023-11-05T04:24:57.303033,f9357483-5fd6-4590-bee9-512215d0e0a0
CUST3465,150876,1,2022-11-10T17:40:20.579639,0b57cfd1-abf4-42d7-8a90-2e18931ac5a7
CUST3256,151285,4,2024-01-25T00:19:01.929424,a3b5ccb5-c60f-4f94-bf6b-efa30f115b91
CUST5302,201053,8,2022-03-17T22:58:47.625942,a3fdfede-94d9-435e-adca-78cf09b2d5c8
CUST2080,209812,4,2022-10-03T13:58:04.839850,7d951418-4228-41ac-8c7a-534153e896fa
CUST9010,200660,8,2023-01-31T20:40:47.610531,db2a6345-6166-43ed-b1df-07a175f32b31
CUST9645,145407,1,2022-07-15T08:48:27.074637,87c44663-ae07-4456-9c73-64157f5413e8
CUST5930,147044,7,2023-06-25T22:41:40.790710,5a5be195-77f7-4e6b-bfed-f7ef883987ac
CUST7731,213111,3,2022-08-20T10:02:55.525668,c5a812fe-d2f4-4a28-9ca6-2483f877e541
CUST1659,211042,8,2023-05-16T04:49:21.399287,4d3be85f-3a46-4671-b52b-29ee78b7ead6
CUST6502,131241,4,2023-04-23T16:30:31.376641,5132933f-2a15-480c-9720-4f57f7646915
CUST0057,152827,9,2023-06-09T23:39:37.115064,48d8a779-d34b-430e-8e74-35a6e265c9b4
CUST9209,218222,6,2022-06-03T06:41:28.525887,788fa680-255c-464f-ad7a-567068f3e6fa
CUST5318,211057,10,2023-10-31T21:23:40.888662,e035bf79-a9bf-4847-9336-b6dd08a2d601
CUST6595,151335,1,2023-08-30T05:40:38.543487,fe1ef84b-5ba4-4470-9583-cab78c6e25fc
CUST7440,152248,3,2022-10-12T21:43:20.864148,9e19f1c1-7f9d-4327-8b40-7b179d0647e6
CUST8799,211148,1,2022-03-26T18:29:06.771145,9f9dd0ae-7297-47bc-8704-65beccc933c4
CUST8652,149870,3,2023-08-02T05:18:13.322505,ddcf221f-521a-4455-a9c0-45fdaa28966a
CUST4958,207970,8,2023-01-09T08:33:40.027495,956ae1f5-957c-4121-8e2a-3b92d1cba071
CUST8318,210238,4,2022-03-26T20:58:57.610963,f47b9d57-6164-4a39-8a58-ce5f43ae3c4d
CUST1541,137930,9,2023-08-08T00:40:08.713451,51a86922-50a0-42be-ac7c-7d43e6fe2382
CUST3051,208273,2,2023-01-28T08:47:14.290238,45996611-2a48-4146-b204-54a3d446eba6
CUST1206,205961,6,2022-05-24T05:19:32.867147,e85e943e-66a2-4bf5-9bc0-d5230348a502
CUST3619,152351,1,2022-06-18T18:25:07.586995,700e0459-d812-4bf5-87fa-b7a5afed036e
CUST4452,204179,1,2022-09-10T13:43:07.326164,0def56aa-2599-403a-a971-55eac1a62b55
CUST8628,144389,4,2023-04-04T11:37:03.170210,81241be5-b9e2-49e1-a64c-6410f3213cbe
CUST3944,212318,5,2022-07-16T22:14:39.778753,ca122d74-bed9-41c5-9fbc-2d2b0377b36b
CUST7995,210345,2,2023-02-25T23:24:08.814762,4fda2adb-e63c-447f-ab7b-3adf07f8e9e7
CUST6930,136612,8,2022-04-09T07:12:54.794066,06f1f532-9c48-42e8-845e-6ecdec32659b
CUST0145,146818,1,2023-06-27T07:32:02.282200,d1f7fda9-003a-4660-bb3d-8c703e3535f5
CUST5852,209241,5,2023-12-04T17:54:36.634068,1150f72e-b0c2-499b-9144-812102081c58
CUST2678,214486,7,2023-12-11T13:56:30.442210,64276aa1-1c35-4959-beac-c32081abffa9
CUST3865,152350,1,2022-05-10T08:38:45.386771,58a4d024-2d0f-498b-96d4-9d7a743c4c96
CUST1970,119331,2,2022-07-10T18:57:27.345018,8107ee5a-ca5d-4d57-a708-cc8f6caa17b5
CUST8966,204835,3,2023-05-25T04:54:19.613776,3733ac44-5ee0-44c6-bc4c-48bd1b2a1bf1
CUST7980,212863,10,2023-09-25T06:28:42.357394,a0d1cc50-b2da-4cd2-9cda-1d26283a3463
CUST2612,131443,10,2023-07-12T17:27:51.517113,631e9f44-9737-4c88-8056-8755b457c8f6
CUST6559,148217,7,2022-09-11T09:01:00.730151,23a80656-d5e3-464c-80f8-6ec48a9cf809
CUST1964,151241,2,2023-01-30T09:21:47.338006,e5e2340c-dc83-4dfa-9073-5973cd24d576
CUST4212,149856,5,2022-08-02T04:33:51.063867,b9851bfe-74b8-4f6c-8419-46ae084ae0fb
CUST4889,149134,7,2023-10-01T04:59:11.769338,fc724a78-c374-4b14-a931-2ff516b1a17a
CUST4001,151517,2,2022-11-02T21:24:55.623592,071763c7-c649-4d6a-a7f3-a162f41d73cc
CUST1042,142974,8,2024-01-12T03:44:40.745781,fba2474d-6881-42c3-bfda-c1d787402a6d
CUST5977,209308,10,2023-12-02T07:27:50.687112,d36186dc-eda8-4313-b293-5d196e6c92d5
CUST0287,145420,3,2022-06-17T19:51:40.655201,d268b618-beff-4b3f-8bcb-7aabea5d7332
CUST7656,213104,2,2022-06-18T04:12:49.918966,b60315de-0072-49ca-8e0e-c5707982f900
CUST4948,206009,10,2023-08-02T12:09:51.428869,3da788fc-c94a-40a8-bd0d-1457f2fe8a50
CUST8284,149873,4,2022-08-03T12:19:36.158196,51286f00-f5d3-4b10-9adb-0a889c85f111
CUST0330,147667,7,2022-12-10T06:18:39.697583,8b0a9a74-19f3-48f6-b9cb-b2e94d34e332
CUST7322,201100,10,2023-04-04T04:58:00.099608,c4a78ee2-5a01-4669-b9f1-ccd59bd95166
CUST5401,201302,8,2023-12-25T18:53:22.030861,473b1de7-386c-48a1-825e-ab2310c13524
CUST6167,211523,3,2023-05-02T03:39:27.336376,c3763a5e-1da1-49db-b87c-32cc20aaf6dc
CUST0005,146599,5,2022-10-25T10:00:00.522670,a2e7f295-0186-4a83-a1bd-e90e30af8da7
CUST9841,213493,8,2023-10-31T16:32:14.658344,4c0d2ce3-16d0-43de-ada3-d9e446e59fd7
CUST3534,207974,8,2022-05-24T06:36:31.050069,b96b4f98-96a8-4354-85ad-f04469f17293
CUST7633,152362,6,2022-06-16T02:20:42.203951,96f75790-effa-4983-a882-555d715c4d81
CUST3795,210551,2,2023-08-25T12:45:05.951188,98f5415b-d01d-43f3-9155-3dbe45ba476d
CUST7603,205531,10,2022-07-16T10:18:02.592702,850e276e-bdd1-42eb-b94c-baf03ae9d4a0
CUST4445,209543,7,2024-01-17T05:06:13.041857,1109b01b-ae49-4987-8052-40499ed9dad4
CUST6927,141233,1,2022-11-29T19:44:54.085384,1f54d45e-4ebf-4f5a-a5ab-4474d53632a9
CUST2029,207216,7,2022-12-14T02:13:36.755878,9f0a240b-739f-4003-a090-4789ddd188c2
CUST7488,206267,5,2023-02-23T18:41:59.335127,590e2e24-cbc9-41df-b7be-c947f9d6c6cd
CUST4879,212670,8,2023-09-14T11:18:05.981796,127c8043-b349-433c-bbba-66d6775b69a6
CUST3172,205565,4,2023-04-28T14:41:16.276002,f1a619bb-49b5-4394-ad1e-1cc34af404bc
CUST1980,135218,9,2023-07-23T15:19:26.708241,4e1edbb7-0232-46b4-9fac-e0f41f3eb732
CUST3400,200539,9,2023-03-28T01:57:00.345458,17468ac6-3fc4-4baf-b2d3-725bba135185
CUST6113,209574,9,2023-03-21T14:01:38.759698,dd4e6876-52b5-48ac-964c-41616d7d5b6c
CUST1973,206854,1,2023-06-16T22:17:53.019652,43f40620-78c8-4088-879e-e294f243f25f
CUST8358,211592,8,2022-12-30T02:22:38.730831,95c7f1d1-214d-46f8-ac10-685e30bf2074
CUST5154,149874,7,2022-11-27T15:06:48.877118,2e20dbd0-08e5-41eb-9195-95d2112db43e
CUST7482,209111,10,2024-02-23T20:33:31.284051,cc42d831-1a74-473c-9df0-e5d8a70eeb7a
CUST2646,152365,3,2023-06-13T10:19:19.003362,e160d25e-0cb3-4f42-999d-9bed4d26a591
CUST4213,137709,4,2023-05-24T12:33:56.375270,eae53772-96ec-4938-af6a-3967958568ed
CUST4150,212294,3,2023-04-16T03:58:34.087807,5c4c6c9c-2d2b-4ccd-bd12-8e54c1ea2bb0
CUST3329,136177,2,2022-04-27T22:03:41.328518,b153e0da-acb0-4ff4-99f4-6a306b06e7f9
CUST7896,148596,3,2023-12-23T17:53:46.006111,cce36401-6105-402a-93fd-e78cf92a806f
CUST2420,150767,3,2023-08-08T09:50:28.534752,e3ef9da2-a56d-454d-b770-a07985d1c67e
CUST4082,215399,10,2023-12-12T05:20:05.846785,8a8feae1-5947-4bb4-91ba-c81aa6e1d6a0
CUST5964,208120,1,2022-09-16T16:17:17.583249,3c5bf16e-4764-47ea-8189-1e8723f5e45b
CUST5111,213288,2,2022-11-18T05:31:41.657802,fcfd672e-8ddf-4302-8f8c-d933d8d5f05c
CUST1782,118350,6,2022-09-25T21:04:30.328233,b406a0cc-6009-42a0-97bd-b1bfb426b6c8
CUST5810,201308,10,2023-10-14T23:47:00.575576,c1e09007-70d3-4d11-894f-c2fa4003c50a
CUST8841,209687,2,2022-09-05T18:04:14.033623,2742a6a8-4ddf-4732-9144-3f11ca603a7e
CUST9015,201313,1,2023-02-25T23:19:49.943963,e2266d60-6771-47bc-af22-7871f69e99dd
CUST7271,152770,7,2023-06-08T23:11:34.978047,1435c911-4939-4b92-8bd9-5e7bbe72cd25
CUST7895,206267,10,2022-12-01T02:56:41.482707,d3cbca58-24a0-44df-9516-b4801a67b751
CUST7575,206518,6,2024-02-01T07:59:02.922076,4561c474-382e-408b-be04-1c721a5d6872
CUST6738,215425,9,2023-12-10T20:13:58.168568,335c5995-cce6-48d8-80fa-6ab5cedb9293
CUST4376,213112,4,2023-04-01T12:07:02.441781,7d7fa858-ce3f-445f-b74c-f108fe138a37
CUST1768,143696,8,2023-06-17T23:30:36.590154,99617e63-cbd3-44bf-a50f-33ace8e0541a
CUST6393,152057,1,2022-06-17T10:46:56.809508,815c7df3-5454-4528-bf02-2c718624870d
CUST3637,143281,3,2022-09-04T22:34:50.539052,ead565e7-9665-431f-849c-f7fea7072c96
CUST5014,208085,5,2023-11-06T13:30:09.860517,a1393a84-8897-4dd0-b1f3-b64471b62495
CUST4674,153066,10,2023-06-10T03:29:03.284378,18d8f2c7-33da-4c23-95d7-6cb0c5a9064e
CUST2707,151236,1,2023-01-18T22:19:44.436512,2adeff91-2e5a-4bfd-aab9-eaa0e129f641
CUST6796,150101,4,2023-12-12T17:59:58.145539,ed4f3e28-bc63-4b40-9c21-5bb922f39028
CUST4587,212618,4,2023-09-16T16:12:34.950816,7edf771e-291b-4af7-b266-f9b097aa201e
CUST3712,212060,5,2022-09-02T02:25:45.074169,778a21f2-6c12-478b-9da6-b2a10a7f7bc6
CUST2025,211607,2,2023-03-30T03:23:55.825773,30942433-68c7-4648-a084-214006d5e18f
CUST2928,212599,8,2023-02-21T22:53:38.604376,bb78684b-4fa5-4167-b50d-161cb34ec5c1
CUST4329,145617,5,2023-02-07T15:23:07.718420,ee1246f3-265b-4be4-9d24-075937d4fc7b
CUST1908,215775,9,2022-03-31T20:23:33.010867,aa4f5ecb-fec4-4444-b93f-08d4d81799f2
CUST5014,210803,7,2023-10-06T11:04:49.225672,799ccc1c-a582-4e0d-82cf-2bf9d97f0fc9
CUST0487,210437,8,2023-03-07T02:21:59.323575,bf63c736-56b6-4e89-be8c-5427fdf6fef0
CUST8421,207935,6,2024-01-14T16:42:27.519648,85c709ab-2cbf-40ed-bad7-bac625893395
CUST9223,149887,2,2022-10-16T05:39:53.456528,69f7a1f4-26ec-48e4-a660-3bb75ee9ef97
CUST5159,200757,4,2024-01-11T09:25:14.261233,7e06df1d-9621-4704-8c9d-4747f809b124
CUST8443,201540,1,2023-08-14T11:22:17.927330,bd348acf-3cf6-4c35-a716-4c6ae65a01f6
CUST9370,38726,3,2022-04-28T00:11:44.383632,e69900c0-5b97-453a-9b29-be789008fb49
CUST8699,208774,1,2023-03-17T01:55:59.840118,ead6f495-ed04-4a40-bc18-66fb79129eec
CUST7987,207781,9,2024-02-09T19:41:00.963679,bcc29649-926b-4e18-9baf-550a62d3c3cd
CUST9506,151515,9,2022-07-23T22:45:57.725189,522205bb-d989-46ac-b525-0e852cd3632e
CUST3922,149142,5,2023-04-07T11:02:15.217448,4954d6f4-9125-4944-9ff5-812fbdc0d721
CUST7541,150985,3,2022-08-16T20:46:47.886990,6734a9f8-55d8-4b87-8a0b-fbd089468739
CUST7195,204350,5,2024-01-19T05:56:38.093342,eb5ae356-1d1d-482e-b87f-230d2e006be3
CUST1766,211213,8,2023-02-14T00:55:23.728253,730d8265-9b92-45c1-9557-ae5e48dce99e
CUST9932,207746,9,2022-10-29T21:57:27.216634,149fa68a-2041-47b0-aec4-a60efde7568b
CUST2109,151003,8,2022-04-26T17:43:37.545418,a6e5eb2d-e5ca-4fd9-8fb0-228d0fbb9436
CUST7227,137740,8,2023-02-01T02:25:38.984234,8f8257d2-5f1f-4da5-93df-9b59ee34d0bf
CUST1306,150936,6,2022-03-31T09:32:51.090952,e1ef8bb6-e81a-45d3-990f-d1061194b1ef
CUST7347,144839,5,2023-09-28T08:41:10.971770,7cddc852-e23b-495b-8512-5ccdd214fd73
CUST1180,212719,3,2023-10-21T17:37:40.615476,d853735a-8cd7-4023-9eb0-ed65e9f10743
CUST0871,148965,10,2024-01-12T11:59:44.887459,3fd5c704-31ce-4eb1-a375-0bf71eddae7f
CUST6273,150949,8,2023-09-17T19:32:08.100022,a8e6c38d-3e46-415f-bba5-f7676020c7e9
CUST5215,150860,3,2022-06-12T16:33:00.575755,b8166c39-2730-470d-b09c-d12518b0ceb8
CUST7993,201085,10,2022-10-26T11:51:53.290087,e8b00c52-9b4a-40a2-8a6a-ccd8ff3d949c
CUST7296,211533,6,2022-07-18T07:42:43.088500,dbdbffc8-ea7d-4785-8c44-65e65a671a22
CUST7704,149773,9,2022-05-23T05:59:26.441990,8eb3c4a7-d03f-41d0-a6eb-9800df066ac3
CUST1126,213106,7,2023-10-23T11:30:19.966900,ad429ab5-4288-46e7-9228-28506a421e33
CUST7218,213293,1,2022-05-25T16:14:04.599628,3bd2bfca-577c-4e5b-8797-55a6adc08ba8
CUST1275,212037,6,2024-01-19T18:37:18.328976,f4490034-7b86-4fd3-aa2a-fbcf6016965f
CUST9286,111911,1,2022-03-30T20:42:40.344098,f7b990a5-3f39-4ba0-a6ca-c39ffaf2d739
CUST9040,209432,1,2023-03-23T12:18:19.541802,b294765c-b6e7-4358-832a-8edca7ef4fd1
CUST1777,148906,1,2023-12-31T12:21:19.178476,a7490ed8-01a4-41b1-b1bf-c2805bfa96d0
CUST6753,134573,7,2022-07-25T04:11:31.297369,f73863c5-af9c-433a-b215-3b68137f3207
CUST8060,147590,6,2022-08-24T18:53:22.706467,b7a6ae12-17a6-4d64-9698-2e4a153d3b4b
CUST0047,137917,7,2022-07-01T03:59:26.856754,668959a2-f270-4385-8a57-aac128a56eef
CUST3455,209755,6,2024-01-05T02:54:06.075953,ba9339bb-a81d-4f5f-bc2e-472caf3fd63f
CUST9937,200983,6,2023-12-13T07:03:19.538381,60954ec5-768c-4559-94c9-0636fb63549f
CUST3486,144398,8,2024-01-09T05:30:38.539245,0e60b7e7-4289-4a81-8f97-7c6b0edc2424
CUST4145,138247,7,2023-03-24T10:41:39.173633,5858928f-bbd3-4f8e-8282-b22fe3dbcd55
CUST1920,147405,10,2022-04-26T19:32:11.369027,f6966e95-3c88-4d92-ae6d-996cb8099332
CUST5361,208784,1,2023-02-20T14:17:57.693743,422e68ff-0ab1-41cc-8c30-3923c6b2bfe1
CUST9801,145835,2,2022-03-06T23:08:25.262573,1cb255de-4950-46d2-8ac0-d24ebfdb2344
CUST6036,150959,5,2022-03-10T06:44:35.365703,4e286ee4-5a31-40eb-82a9-5782a529a3b6
CUST9157,148303,2,2024-01-28T03:11:13.472044,ecd651aa-e767-4dda-bf63-73e566af7082
CUST9249,144399,8,2022-08-19T02:05:27.933243,54d3d056-cc6c-4aa6-8e02-39a759f93cd5
CUST3251,152971,10,2023-12-27T21:34:33.303578,4a7cf5f4-63d0-4b9f-81fe-f90260e4ac5a
CUST9814,205884,5,2023-04-05T12:56:14.645364,de40b60d-53ae-4c53-9cb4-d7efc05336d0
CUST7729,142974,2,2022-09-19T19:06:17.232383,f02008f5-777b-400b-9ec0-6b5c5bfe428a
CUST8013,213214,3,2023-11-07T18:08:16.909588,d4788850-a00a-4a29-ae4c-2b6373e38fe9
CUST6661,152187,7,2023-12-04T02:23:36.071489,0405ca11-816d-4802-993f-afc591a176a5
CUST3244,209529,1,2024-01-22T12:44:02.752808,92304c57-7300-449b-ab89-0707085ced88
CUST1324,137511,4,2023-01-23T15:04:01.207350,3331466b-980b-42c8-bdaa-447be820ad5e
CUST5578,211935,2,2024-01-07T11:39:16.600642,ebaad236-b390-411d-b803-e67d99eb5e56
CUST8429,147170,2,2022-11-09T13:55:59.142688,9f071d5e-c3b4-47f8-9af3-86c7d9e80db2
CUST5806,212869,7,2023-09-21T21:26:49.149485,b66b31d9-1b42-46f4-8926-45da40b6e23a
CUST0752,147679,10,2022-08-29T00:12:32.892004,5f3d6dd1-75db-494b-8ca5-7a009cc8e578
CUST6791,208311,10,2023-02-01T10:56:30.192190,67e1f564-d688-42a6-9095-1e46073a0859
CUST1870,208774,5,2022-04-19T16:28:28.924490,27b4c61b-5fa1-42f0-a8bf-75479e7e87a8
